Model,Condition,Threshold,Recall,Precision,F1,TP,FN,FP,TN,Clean Recall,Recall Drop,Envelope Met
Pedestrian,Contrast S2,0.4,0.23229461756373937,0.5616438356164384,0.3286573146292585,164,542,128,2766,0.5835694050991501,0.35127478753541075,False
Pedestrian,Contrast S2,0.5,0.19263456090651557,0.5938864628820961,0.2909090909090909,136,570,93,2801,0.509915014164306,0.3172804532577904,False
Pedestrian,Contrast S2,0.6,0.1671388101983003,0.7515923566878981,0.27346465816917737,118,588,39,2855,0.45609065155807366,0.28895184135977336,False
Pedestrian,Contrast S2,0.7,0.12889518413597734,0.8348623853211009,0.22331288343558284,91,615,18,2876,0.4093484419263456,0.2804532577903683,False
Pedestrian,Contrast S2,0.8,0.1048158640226629,0.891566265060241,0.18757921419518378,74,632,9,2885,0.35410764872521244,0.24929178470254953,False
Pedestrian,Contrast S2,0.9,0.08498583569405099,0.9375,0.15584415584415587,60,646,4,2890,0.2776203966005666,0.1926345609065156,False
Pedestrian,Contrast S3,0.01,0.9929178470254958,0.19819055696918292,0.33042658496346927,701,5,2836,58,0.9815864022662889,-0.011331444759206888,True
Pedestrian,Contrast S3,0.05,0.29745042492917845,0.3523489932885906,0.32258064516129026,210,496,386,2508,0.9050991501416431,0.6076487252124647,False
Pedestrian,Contrast S3,0.1,0.15722379603399433,0.43190661478599224,0.23052959501557632,111,595,146,2748,0.8512747875354107,0.6940509915014164,False
Pedestrian,Contrast S3,0.2,0.10906515580736544,0.5661764705882353,0.1828978622327791,77,629,59,2835,0.7252124645892352,0.6161473087818697,False
